team,shirt_number,player_name,is_captain,position,age,date_of_birth,nationality,club,caps,goals,market_value_eur,tournament_goals,tournament_assists
Cote d'Ivoire,,Elye Wahi,0,FW,23,2003-01-02,Cote d'Ivoire,Nice,1,0,18000000,0,0
Cote d'Ivoire,,Christopher Opéri,0,DF,29,1997-04-29,Cote d'Ivoire,İstanbul Başakşehir,11,0,4000000,0,0
Cote d'Ivoire,,Oumar Diakité,0,FW,22,2003-12-20,Cote d'Ivoire,Cercle Brugge,28,6,5000000,0,0
Cote d'Ivoire,,Amad Diallo,0,FW,23,2002-07-11,Cote d'Ivoire,Manchester United,18,5,45000000,1,0
Cote d'Ivoire,,Mohamed Koné,0,GK,24,2002-03-07,Cote d'Ivoire,Charleroi,0,0,2000000,0,0
Cote d'Ivoire,,Guéla Doué,0,DF,23,2002-10-17,Cote d'Ivoire,Strasbourg,19,2,20000000,0,0
Cote d'Ivoire,,Ibrahim Sangaré,0,MF,28,1997-12-02,Cote d'Ivoire,Nottingham Forest,57,12,20000000,0,0
Cote d'Ivoire,,Nicolas Pépé,0,FW,31,1995-05-29,Cote d'Ivoire,Villarreal,54,12,6000000,2,0
Cote d'Ivoire,,Emmanuel Agbadou,0,DF,28,1997-06-17,Cote d'Ivoire,Beşiktaş,19,2,16000000,0,0
Cote d'Ivoire,,Evan Ndicka,0,DF,26,1999-08-20,Cote d'Ivoire,Roma,28,0,35000000,0,0
Cote d'Ivoire,,Evann Guessand,0,FW,24,2001-07-01,Cote d'Ivoire,Crystal Palace,21,4,25000000,0,0
Cote d'Ivoire,,Alban Lafont,0,GK,27,1999-01-23,Cote d'Ivoire,Panathinaikos,4,0,3000000,0,0
Cote d'Ivoire,,Bazoumana Touré,0,FW,20,2006-03-02,Cote d'Ivoire,TSG Hoffenheim,5,2,40000000,0,0
Cote d'Ivoire,,Parfait Guiagon,0,MF,25,2001-02-22,Cote d'Ivoire,Charleroi,5,0,5000000,0,0
Cote d'Ivoire,,Christ Inao Oulaï,0,MF,20,2006-04-06,Cote d'Ivoire,Trabzonspor,8,0,23000000,0,0
Japan,,Zion Suzuki,0,GK,23,2002-08-21,Japan,Parma,24,0,20000000,0,0
Japan,,Yukinari Sugawara,0,DF,25,2000-06-28,Japan,Werder Bremen,21,2,5500000,0,0
Japan,,Shōgo Taniguchi,0,DF,34,1991-07-15,Japan,Sint-Truiden,38,1,750000,0,0
Japan,,Kō Itakura,0,DF,29,1997-01-27,Japan,Ajax,40,2,8000000,0,0
Japan,,Yūto Nagatomo,0,DF,39,1986-09-12,Japan,FC Tokyo,145,4,100000,0,0
Japan,,Wataru Endo,1,MF,33,1993-02-09,Japan,Liverpool,73,4,4000000,0,0
Japan,,Ao Tanaka,0,MF,27,1998-09-10,Japan,Leeds United,38,8,13000000,0,0
Japan,,Takefusa Kubo,0,MF,25,2001-06-04,Japan,Real Sociedad,49,7,30000000,0,0
Japan,,Keisuke Gotō,0,FW,21,2005-06-03,Japan,Sint-Truiden,4,0,10000000,0,0
Japan,,Ritsu Dōan,0,MF,27,1998-06-16,Japan,Eintracht Frankfurt,65,11,17000000,0,0
Japan,,Daizen Maeda,0,MF,28,1997-10-20,Japan,Celtic,27,4,13000000,0,0
Japan,,Keisuke Ōsako,0,GK,26,1999-07-28,Japan,Sanfrecce Hiroshima,11,0,2000000,0,0
Japan,,Keito Nakamura,0,MF,25,2000-07-28,Japan,Reims,25,10,10000000,1,1
Japan,,Junya Itō,0,MF,33,1993-03-09,Japan,Genk,69,15,3000000,1,0
Japan,,Daichi Kamada,0,MF,29,1996-08-05,Japan,Crystal Palace,49,12,10000000,2,0
Japan,,Tsuyoshi Watanabe,0,DF,29,1997-02-05,Japan,Feyenoord,11,0,10000000,0,0
Japan,,Yuito Suzuki,0,MF,24,2001-10-25,Japan,SC Freiburg,6,0,24000000,0,0
Japan,,Ayase Ueda,0,FW,27,1998-08-28,Japan,Feyenoord,39,16,17000000,2,1
Japan,,Kōki Ogawa,0,FW,28,1997-08-08,Japan,NEC,15,11,2000000,0,0
Japan,,Ayumu Seko,0,DF,26,2000-06-07,Japan,Le Havre,14,0,5000000,0,0
Japan,,Hiroki Itō,0,DF,27,1999-05-12,Japan,Bayern Munich,24,1,18000000,1,0
Japan,,Takehiro Tomiyasu,0,DF,27,1998-11-05,Japan,Ajax,43,1,5000000,0,0
Japan,,Tomoki Hayakawa,0,GK,27,1999-03-03,Japan,Kashima Antlers,4,0,2000000,0,0
Japan,,Kaishū Sano,0,MF,25,2000-12-30,Japan,Mainz 05,13,0,40000000,0,0
Japan,,Junnosuke Suzuki,0,DF,22,2003-07-12,Japan,Copenhagen,6,0,3500000,0,0
Japan,,Kento Shiogai,0,FW,21,2005-03-26,Japan,VfL Wolfsburg,2,0,8000000,0,0
Netherlands,,Bart Verbruggen,0,GK,23,2002-08-18,Netherlands,Brighton & Hove Albion,28,0,40000000,0,0
Netherlands,,Jurriën Timber,0,DF,24,2001-06-17,Netherlands,Arsenal,24,0,70000000,0,0
Netherlands,,Marten de Roon,0,MF,35,1991-03-29,Netherlands,Atalanta,43,1,3200000,0,0
Netherlands,,Virgil van Dijk,1,DF,34,1991-07-08,Netherlands,Liverpool,91,12,15000000,1,1
Netherlands,,Nathan Aké,0,DF,31,1995-02-18,Netherlands,Manchester City,59,5,12000000,0,0
Netherlands,,Jan Paul van Hecke,0,DF,26,2000-06-08,Netherlands,Brighton & Hove Albion,11,0,45000000,0,0
Netherlands,,Justin Kluivert,0,MF,27,1999-05-05,Netherlands,Bournemouth,12,0,25000000,0,0
Netherlands,,Ryan Gravenberch,0,MF,24,2002-05-16,Netherlands,Liverpool,26,1,80000000,0,0
Netherlands,,Wout Weghorst,0,FW,33,1992-08-07,Netherlands,Ajax,52,14,2000000,0,0
Netherlands,,Memphis Depay,0,FW,32,1994-02-13,Netherlands,Corinthians,109,55,7000000,1,0
Netherlands,,Cody Gakpo,0,FW,27,1999-05-07,Netherlands,Liverpool,49,19,60000000,2,1
Netherlands,,Mats Wieffer,0,DF,26,1999-11-16,Netherlands,Brighton & Hove Albion,15,1,25000000,0,0
Netherlands,,Robin Roefs,0,GK,23,2003-01-17,Netherlands,Sunderland,1,0,28000000,0,0
Netherlands,,Tijjani Reijnders,0,MF,27,1998-07-29,Netherlands,Manchester City,31,7,50000000,0,0
Netherlands,,Micky van de Ven,0,DF,25,2001-04-19,Netherlands,Tottenham Hotspur,20,1,50000000,0,0
Netherlands,,Guus Til,0,MF,28,1997-12-22,Netherlands,PSV Eindhoven,6,1,15000000,0,0
Netherlands,,Noa Lang,0,FW,26,1999-06-17,Netherlands,Galatasaray,15,3,22000000,0,0
Netherlands,,Donyell Malen,0,FW,27,1999-01-19,Netherlands,Roma,52,13,45000000,0,0
Netherlands,,Brian Brobbey,0,FW,24,2002-02-01,Netherlands,Sunderland,11,1,30000000,3,0
Netherlands,,Teun Koopmeiners,0,MF,28,1998-02-28,Netherlands,Juventus,28,3,14000000,0,0
Netherlands,,Frenkie de Jong,0,MF,29,1997-05-12,Netherlands,Barcelona,65,2,45000000,0,0
Netherlands,,Denzel Dumfries,0,DF,30,1996-04-18,Netherlands,Inter Milan,71,11,25000000,0,0
Netherlands,,Mark Flekken,0,GK,32,1993-06-13,Netherlands,Bayer Leverkusen,11,0,6000000,0,0
Netherlands,,Crysencio Summerville,0,FW,24,2001-10-30,Netherlands,West Ham United,1,0,35000000,2,1
Netherlands,,Jorrel Hato,0,DF,20,2006-03-07,Netherlands,Chelsea,8,0,40000000,0,0
Netherlands,,Quinten Timber,0,MF,24,2001-06-17,Netherlands,Marseille,11,1,25000000,0,0
Sweden,,Jacob Widell Zetterström,0,GK,27,1998-07-11,Sweden,Derby County,3,0,2500000,0,0
Sweden,,Gustaf Lagerbielke,0,DF,26,2000-04-10,Sweden,Braga,11,2,10000000,0,0
Sweden,,Victor Lindelöf,1,DF,31,1994-07-17,Sweden,Aston Villa,76,3,5000000,0,0
Sweden,,Isak Hien,0,DF,27,1999-01-13,Sweden,Atalanta,29,0,22000000,0,0
Sweden,,Gabriel Gudmundsson,0,DF,27,1999-04-29,Sweden,Leeds United,24,0,20000000,0,0
Sweden,,Herman Johansson,0,DF,28,1997-10-16,Sweden,FC Dallas,3,0,1800000,0,0
Sweden,,Lucas Bergvall,0,MF,20,2006-02-02,Sweden,Tottenham Hotspur,10,0,35000000,0,0
Sweden,,Daniel Svensson,0,DF,24,2002-02-12,Sweden,Borussia Dortmund,13,0,22000000,0,0
Sweden,,Alexander Isak,0,FW,26,1999-09-21,Sweden,Liverpool,58,17,85000000,1,3
Sweden,,Benjamin Nygren,0,MF,24,2001-07-08,Sweden,Celtic,11,3,14000000,0,0
Sweden,,Anthony Elanga,0,FW,24,2002-04-27,Sweden,Newcastle United,30,6,32000000,2,0
Sweden,,Viktor Johansson,0,GK,27,1998-09-14,Sweden,Stoke City,12,0,12000000,0,0
Sweden,,Ken Sema,0,MF,32,1993-09-30,Sweden,Pafos,33,5,800000,0,0
Sweden,,Hjalmar Ekdal,0,DF,27,1998-10-21,Sweden,Burnley,13,0,5000000,0,0
Sweden,,Carl Starfelt,0,DF,31,1995-06-01,Sweden,Celta Vigo,18,0,5000000,0,0
Sweden,,Jesper Karlström,0,MF,30,1995-06-21,Sweden,Udinese,25,0,4000000,0,0
Sweden,,Viktor Gyökeres,0,FW,28,1998-06-04,Sweden,Arsenal,33,20,65000000,1,2
Sweden,,Yasin Ayari,0,MF,22,2003-10-06,Sweden,Brighton & Hove Albion,21,3,35000000,2,0
Sweden,,Mattias Svanberg,0,MF,27,1999-01-05,Sweden,VfL Wolfsburg,41,2,8000000,1,0
Sweden,,Eric Smith,0,DF,29,1997-01-08,Sweden,FC St. Pauli,2,0,5000000,0,0
Sweden,,Alexander Bernhardsson,0,DF,27,1998-09-08,Sweden,Holstein Kiel,11,0,3000000,0,0
Sweden,,Besfort Zeneli,0,MF,23,2002-11-21,Sweden,Union Saint-Gilloise,8,0,6000000,0,0
Sweden,,Kristoffer Nordfeldt,0,GK,36,1989-06-23,Sweden,AIK,21,0,175000,0,0
Sweden,,Elliot Stroud,0,DF,23,2002-06-22,Sweden,Mjällby AIF,1,0,3000000,0,0
Sweden,,Gustaf Nilsson,0,FW,29,1997-05-23,Sweden,Club Brugge,10,4,1800000,0,0
Sweden,,Taha Ali,0,FW,27,1998-07-01,Sweden,Malmö FF,2,0,1200000,0,0
Tunisia,,Mouhib Chamakh,0,GK,24,2001-08-25,Tunisia,Club Africain,2,0,800000,0,0
Tunisia,,Ali Abdi,0,DF,32,1993-12-20,Tunisia,Nice,46,7,2000000,0,0
Tunisia,,Montassar Talbi,0,DF,28,1998-05-26,Tunisia,Lorient,63,4,8000000,0,0
Tunisia,,Omar Rekik,0,DF,24,2001-12-20,Tunisia,Maribor,5,0,500000,1,0
Tunisia,,Adem Arous,0,DF,21,2004-07-17,Tunisia,Kasımpaşa,1,0,4000000,0,0
Tunisia,,Dylan Bronn,0,DF,30,1995-06-19,Tunisia,Servette,52,2,600000,0,0
Tunisia,,Elias Achouri,0,FW,27,1999-02-10,Tunisia,Copenhagen,29,4,3000000,0,0
Tunisia,,Elias Saad,0,FW,26,1999-12-27,Tunisia,Hannover 96,15,4,2000000,0,0
Tunisia,,Hazem Mastouri,0,FW,28,1997-06-18,Tunisia,Dynamo Makhachkala,18,4,900000,0,0
Tunisia,,Hannibal Mejbri,0,MF,23,2003-01-21,Tunisia,Burnley,45,1,15000000,0,0
Tunisia,,Ismaël Gharbi,0,MF,22,2004-04-10,Tunisia,FC Augsburg,16,2,5000000,0,0
Tunisia,,Mortadha Ben Ouanes,0,DF,31,1994-07-02,Tunisia,Kasımpaşa,17,0,1500000,0,0
Tunisia,,Rani Khedira,0,MF,32,1994-01-27,Tunisia,Union Berlin,3,0,2000000,0,0
Tunisia,,Khalil Ayari,0,MF,21,2005-02-02,Tunisia,Paris Saint-Germain,3,0,1000000,0,0
Tunisia,,Hadj Mahmoud,0,MF,26,2000-04-24,Tunisia,Lugano,8,0,2000000,0,0
Tunisia,,Aymen Dahmen,0,GK,29,1997-01-28,Tunisia,CS Sfaxien,37,0,800000,0,0
Tunisia,,Ellyes Skhiri,1,MF,31,1995-05-10,Tunisia,Eintracht Frankfurt,82,4,5000000,0,0
Tunisia,,Rayan Elloumi,0,FW,18,2007-09-17,Tunisia,Vancouver Whitecaps FC,3,0,800000,0,0
Tunisia,,Firas Chaouat,0,FW,30,1996-05-08,Tunisia,Club Africain,29,6,1200000,0,0
Tunisia,,Yan Valery,0,DF,27,1999-02-22,Tunisia,Young Boys,22,0,1500000,0,0
Tunisia,,Mohamed Amine Ben Hamida,0,DF,30,1995-12-15,Tunisia,Espérance de Tunis,12,0,1000000,0,0
Tunisia,,Sabri Ben Hessen,0,GK,29,1996-06-13,Tunisia,Étoile du Sahel,2,0,550000,0,0
Tunisia,,Moutaz Neffati,0,DF,21,2004-09-04,Tunisia,IFK Norrköping,5,0,900000,0,0
Tunisia,,Raed Chikhaoui,0,DF,22,2004-06-09,Tunisia,US Monastir,0,0,600000,0,0
Tunisia,,Anis Ben Slimane,0,MF,25,2001-03-16,Tunisia,Norwich City,40,4,4000000,0,0
Tunisia,,Sebastian Tounekti,0,MF,23,2002-07-13,Tunisia,Celtic,11,1,5000000,0,0
Belgium,,Thibaut Courtois,0,GK,34,1992-05-11,Belgium,Real Madrid,108,0,18000000,0,0
Belgium,,Zeno Debast,0,DF,22,2003-10-24,Belgium,Sporting CP,26,1,28000000,0,0
Belgium,,Arthur Theate,0,DF,26,2000-05-25,Belgium,Eintracht Frankfurt,33,1,17000000,0,0
Belgium,,Brandon Mechele,0,DF,33,1993-01-28,Belgium,Club Brugge,8,1,2800000,0,0
Belgium,,Maxim De Cuyper,0,DF,25,2000-12-22,Belgium,Brighton & Hove Albion,18,4,22000000,0,0
Belgium,,Axel Witsel,0,MF,37,1989-01-12,Belgium,Girona,137,12,1400000,0,0
Belgium,,Kevin De Bruyne,0,MF,34,1991-06-28,Belgium,Napoli,118,36,8000000,0,0
Belgium,,Youri Tielemans,1,MF,29,1997-05-07,Belgium,Aston Villa,84,13,30000000,0,0
Belgium,,Romelu Lukaku,0,FW,33,1993-05-13,Belgium,Napoli,125,90,6000000,0,0
Belgium,,Leandro Trossard,0,FW,31,1994-12-04,Belgium,Arsenal,50,11,18000000,2,0
Belgium,,Jérémy Doku,0,FW,24,2002-05-27,Belgium,Manchester City,42,7,75000000,0,0
Belgium,,Senne Lammens,0,GK,23,2002-07-07,Belgium,Manchester United,2,0,35000000,0,0
Belgium,,Mike Penders,0,GK,20,2005-07-31,Belgium,Strasbourg,0,0,25000000,0,0
Belgium,,Dodi Lukébakio,0,FW,28,1997-09-24,Belgium,Benfica,29,5,15000000,0,0
Belgium,,Thomas Meunier,0,DF,34,1991-09-12,Belgium,Lille,79,10,1500000,0,0
Belgium,,Koni De Winter,0,DF,23,2002-06-12,Belgium,Milan,8,0,23000000,0,0
Belgium,,Charles De Ketelaere,0,FW,25,2001-03-10,Belgium,Atalanta,29,5,30000000,0,0
Belgium,,Joaquin Seys,0,DF,21,2005-03-28,Belgium,Club Brugge,5,0,20000000,0,0
Belgium,,Diego Moreira,0,MF,21,2004-08-06,Belgium,Strasbourg,2,0,25000000,0,0
Belgium,,Hans Vanaken,0,MF,33,1992-08-24,Belgium,Club Brugge,33,7,5000000,0,0
Belgium,,Timothy Castagne,0,DF,30,1995-12-05,Belgium,Fulham,62,2,8000000,0,0
Belgium,,Alexis Saelemaekers,0,MF,26,1999-06-27,Belgium,Milan,24,2,20000000,0,0
Belgium,,Nicolas Raskin,0,MF,25,2001-02-23,Belgium,Rangers,12,1,12000000,0,0
Belgium,,Amadou Onana,0,MF,24,2001-08-16,Belgium,Aston Villa,28,1,45000000,0,0
Belgium,,Nathan Ngoy,0,DF,23,2003-06-10,Belgium,Lille,3,0,25000000,0,0
Belgium,,Matias Fernandez-Pardo,0,FW,21,2005-02-03,Belgium,Lille,1,0,35000000,0,0
Egypt,,Mohamed El Shenawy,0,GK,37,1988-12-18,Egypt,Al Ahly,76,0,500000,0,0
Egypt,,Yasser Ibrahim,0,DF,33,1993-02-10,Egypt,Al Ahly,16,1,275000,0,0
Egypt,,Mohamed Hany,0,DF,30,1996-02-02,Egypt,Al Ahly,41,0,1500000,0,0
Egypt,,Hossam Abdelmaguid,0,DF,25,2001-04-30,Egypt,Zamalek,13,0,2000000,0,0
Egypt,,Ramy Rabia,0,DF,33,1993-05-20,Egypt,Al Ain,44,5,600000,0,0
Egypt,,Mohamed Abdelmonem,0,DF,27,1999-02-01,Egypt,Nice,35,3,2500000,0,0
Egypt,,Trézéguet,0,FW,31,1994-10-01,Egypt,Al Ahly,95,23,4500000,1,0
Egypt,,Emam Ashour,0,MF,28,1998-02-20,Egypt,Al Ahly,28,0,4000000,1,0
Egypt,,Hamza Abdelkarim,0,FW,18,2008-01-01,Egypt,Barcelona,1,0,1500000,0,0
Egypt,,Mohamed Salah,1,FW,33,1992-06-15,Egypt,Liverpool,115,67,22000000,1,2
Egypt,,Mostafa Ziko,0,MF,29,1997-04-27,Egypt,Pyramids,1,1,1800000,1,1
Egypt,,Haissem Hassan,0,FW,24,2002-02-08,Egypt,Oviedo,3,0,4000000,0,0
Egypt,,Ahmed Fatouh,0,DF,28,1998-03-22,Egypt,Zamalek,38,1,1000000,0,0
Egypt,,Hamdy Fathy,0,MF,31,1994-09-29,Egypt,Al-Wakrah,62,3,1800000,0,0
Egypt,,Karim Hafez,0,DF,30,1996-03-12,Egypt,Pyramids,8,0,700000,0,0
Egypt,,El Mahdy Soliman,0,GK,39,1987-06-08,Egypt,Zamalek,0,0,150000,0,0
Egypt,,Mohanad Lasheen,0,MF,30,1996-05-29,Egypt,Pyramids,22,0,3000000,0,0
Egypt,,Nabil Emad,0,MF,30,1996-04-06,Egypt,Al-Najma,12,0,,0,0
Egypt,,Marwan Attia,0,MF,27,1998-08-01,Egypt,Al Ahly,33,1,,0,0
Egypt,,Ibrahim Adel,0,FW,25,2001-04-23,Egypt,Nordsjælland,23,3,2500000,0,0
Egypt,,Mahmoud Saber,0,MF,24,2001-07-30,Egypt,ZED,15,1,1500000,0,0
Egypt,,Omar Marmoush,0,FW,27,1999-02-07,Egypt,Manchester City,48,11,50000000,0,0
Egypt,,Mostafa Shobeir,0,GK,26,2000-05-15,Egypt,Al Ahly,8,0,,0,0
Egypt,,Tarek Alaa,0,DF,24,2002-01-05,Egypt,ZED,2,0,250000,0,0
Egypt,,Zizo,0,FW,30,1996-01-10,Egypt,Al Ahly,62,5,3500000,0,0
Egypt,,Mohamed Alaa,0,GK,27,1999-01-01,Egypt,El Gouna,0,0,1200000,0,0
Iran,,Alireza Beiranvand,0,GK,33,1992-09-21,Iran,Tractor,85,0,650000,0,0
Iran,,Saleh Hardani,0,DF,27,1998-12-26,Iran,Esteghlal,17,1,800000,0,0
Iran,,Ehsan Hajsafi,1,DF,36,1990-02-25,Iran,Sepahan,145,7,250000,0,0
Iran,,Shojae Khalilzadeh,0,DF,37,1989-05-14,Iran,Tractor,57,2,100000,0,0
Iran,,Milad Mohammadi,0,DF,32,1993-09-29,Iran,Persepolis,75,1,900000,0,0
Iran,,Saeid Ezatolahi,0,MF,29,1996-10-01,Iran,Shabab Al Ahli,82,1,1800000,0,0
Iran,,Alireza Jahanbakhsh,0,MF,32,1993-08-11,Iran,Dender,98,17,500000,0,0
Iran,,Mohammad Mohebi,0,MF,27,1998-12-20,Iran,Rostov,36,14,2500000,1,0
Iran,,Mehdi Taremi,0,FW,33,1992-07-18,Iran,Olympiacos,104,60,2000000,0,0
Iran,,Mehdi Ghayedi,0,FW,27,1998-12-05,Iran,Al Nasr,29,10,4500000,0,0
Iran,,Ali Alipour,0,FW,30,1995-11-11,Iran,Persepolis,13,1,1700000,0,0
Iran,,Payam Niazmand,0,GK,31,1995-04-06,Iran,Persepolis,15,0,700000,0,0
Iran,,Hossein Kanaanizadegan,0,DF,32,1994-03-23,Iran,Persepolis,64,6,1600000,0,0
Iran,,Saman Ghoddos,0,MF,32,1993-09-06,Iran,Kalba,67,3,1200000,0,0
Iran,,Rouzbeh Cheshmi,0,MF,32,1993-07-24,Iran,Esteghlal,40,3,450000,0,0
Iran,,Mehdi Torabi,0,MF,31,1994-09-10,Iran,Tractor,52,7,1200000,0,0
Iran,,Aria Yousefi,0,DF,24,2002-04-22,Iran,Sepahan,13,1,1500000,0,0
Iran,,Amirhossein Hosseinzadeh,0,FW,25,2000-10-30,Iran,Tractor,17,5,2200000,0,0
Iran,,Ali Nemati,0,DF,30,1996-02-08,Iran,Foolad,16,0,550000,0,0
Iran,,Shahriyar Moghanlou,0,FW,31,1994-12-21,Iran,Kalba,20,2,800000,0,0
Iran,,Mohammad Ghorbani,0,MF,24,2001-10-07,Iran,Al Wahda,15,0,1200000,0,0
Iran,,Hossein Hosseini,0,GK,33,1992-06-30,Iran,Sepahan,13,0,500000,0,0
Iran,,Ramin Rezaeian,0,DF,36,1990-03-21,Iran,Foolad,73,7,250000,2,1
Iran,,Dennis Eckert,0,FW,29,1997-01-09,Iran,Standard Liège,0,0,2000000,0,0
Iran,,Danial Eiri,0,DF,22,2003-10-26,Iran,Malavan,0,0,1000000,0,0
Iran,,Amirmohammad Razzaghinia,0,MF,20,2006-04-11,Iran,Esteghlal,3,0,1200000,0,0
New Zealand,,Max Crocombe,0,GK,32,1993-08-12,New Zealand,Millwall,23,0,1000000,0,0
New Zealand,,Tim Payne,0,DF,32,1994-01-10,New Zealand,Wellington Phoenix,50,3,350000,0,0
New Zealand,,Francis de Vries,0,DF,31,1994-11-28,New Zealand,Auckland FC,19,1,600000,0,0
New Zealand,,Tyler Bindon,0,DF,21,2005-01-27,New Zealand,Sheffield United,24,3,3500000,0,0
New Zealand,,Michael Boxall,0,DF,37,1988-08-18,New Zealand,Minnesota United FC,62,1,150000,0,0
New Zealand,,Joe Bell,0,MF,27,1999-04-27,New Zealand,Viking,31,1,3500000,0,0
New Zealand,,Matthew Garbett,0,MF,24,2002-04-13,New Zealand,Peterborough United,36,5,450000,0,0
New Zealand,,Marko Stamenić,0,MF,24,2002-02-19,New Zealand,Swansea City,38,3,3000000,0,0
New Zealand,,Chris Wood,1,FW,34,1991-12-07,New Zealand,Nottingham Forest,89,45,5000000,0,0
New Zealand,,Sarpreet Singh,0,MF,27,1999-02-20,New Zealand,Wellington Phoenix,27,3,500000,0,0
New Zealand,,Elijah Just,0,MF,26,2000-05-01,New Zealand,Motherwell,43,9,2500000,3,0
New Zealand,,Alex Paulsen,0,GK,23,2002-07-04,New Zealand,Lechia Gdańsk,7,0,500000,0,0
New Zealand,,Liberato Cacace,0,DF,25,2000-09-27,New Zealand,Wrexham,36,1,2500000,0,0
New Zealand,,Alex Rufer,0,MF,29,1996-06-12,New Zealand,Wellington Phoenix,25,0,600000,0,0
New Zealand,,Nando Pijnaker,0,DF,27,1999-02-25,New Zealand,Auckland FC,24,0,400000,0,0
New Zealand,,Finn Surman,0,DF,22,2003-09-23,New Zealand,Portland Timbers,18,2,1800000,1,0
New Zealand,,Kosta Barbarouses,0,FW,36,1990-02-19,New Zealand,Western Sydney Wanderers,75,10,300000,0,0
New Zealand,,Ben Waine,0,FW,25,2001-06-11,New Zealand,Port Vale,31,9,400000,0,0
New Zealand,,Ben Old,0,MF,23,2002-08-13,New Zealand,Saint-Étienne,23,2,1800000,0,0
New Zealand,,Callum McCowatt,0,MF,27,1999-04-30,New Zealand,Silkeborg,31,4,2500000,0,0
New Zealand,,Jesse Randall,0,FW,23,2002-08-19,New Zealand,Auckland FC,10,2,900000,0,0
New Zealand,,Michael Woud,0,GK,27,1999-01-16,New Zealand,Auckland FC,6,0,400000,0,0
New Zealand,,Ryan Thomas,0,MF,31,1994-12-20,New Zealand,PEC Zwolle,25,3,650000,0,0
New Zealand,,Callan Elliot,0,DF,26,1999-07-07,New Zealand,Auckland FC,10,0,450000,0,0
New Zealand,,Lachlan Bayliss,0,MF,23,2002-07-24,New Zealand,Newcastle Jets,3,0,550000,0,0
New Zealand,,Tommy Smith,0,DF,36,1990-03-31,New Zealand,Braintree Town,56,2,50000,0,0
Cape Verde,,Vozinha,0,GK,40,1986-06-03,Cape Verde,Chaves,86,0,50000,0,0
Cape Verde,,Stopira,0,DF,38,1988-05-20,Cape Verde,Torreense,61,4,50000,0,0
Cape Verde,,Diney,0,DF,31,1995-01-17,Cape Verde,Al Bataeh,30,2,900000,0,0
Cape Verde,,Roberto Lopes,0,DF,33,1992-06-17,Cape Verde,Shamrock Rovers,45,0,250000,0,0
Cape Verde,,Logan Costa,0,DF,25,2001-04-01,Cape Verde,Villarreal,27,0,18000000,0,0
Cape Verde,,Kevin Pina,0,MF,29,1997-01-27,Cape Verde,Krasnodar,31,3,,1,0
Cape Verde,,Jovane Cabral,0,MF,27,1998-06-14,Cape Verde,Estrela Amadora,26,2,1000000,0,0
Cape Verde,,João Paulo,0,MF,28,1998-05-26,Cape Verde,FCSB,41,1,700000,0,0
Cape Verde,,Gilson Benchimol,0,FW,24,2001-12-29,Cape Verde,Akron Tolyatti,22,6,1200000,0,0
Cape Verde,,Jamiro Monteiro,0,MF,32,1993-11-23,Cape Verde,PEC Zwolle,54,5,650000,0,0
Cape Verde,,Garry Rodrigues,0,MF,35,1990-11-27,Cape Verde,Apollon Limassol,59,9,300000,0,0
Cape Verde,,Márcio Rosa,0,GK,29,1997-02-23,Cape Verde,Montana,10,0,350000,0,0
Cape Verde,,Sidny Lopes Cabral,0,DF,23,2002-09-18,Cape Verde,Benfica,9,3,4000000,0,0
Cape Verde,,Deroy Duarte,0,MF,26,1999-07-04,Cape Verde,Ludogorets Razgrad,30,0,1800000,0,0
Cape Verde,,Laros Duarte,0,MF,29,1997-02-28,Cape Verde,Puskás Akadémia,13,1,1000000,0,0
Cape Verde,,Yannick Semedo,0,MF,30,1995-12-29,Cape Verde,Farense,10,1,300000,0,0
Cape Verde,,Willy Semedo,0,MF,32,1994-04-27,Cape Verde,Omonia,37,2,1000000,0,0
Cape Verde,,Telmo Arcanjo,0,MF,24,2001-06-21,Cape Verde,Vitória de Guimarães,15,1,3000000,0,0
Cape Verde,,Dailon Livramento,0,FW,25,2001-05-04,Cape Verde,Casa Pia,21,7,800000,0,0
Cape Verde,,Ryan Mendes,1,FW,36,1990-01-08,Cape Verde,Iğdır,97,22,200000,0,0
Cape Verde,,Nuno da Costa,0,MF,35,1991-02-10,Cape Verde,İstanbul Başakşehir,8,1,400000,0,0
Cape Verde,,Steven Moreira,0,DF,31,1994-08-13,Cape Verde,Columbus Crew,19,0,1500000,0,0
Cape Verde,,CJ dos Santos,0,GK,25,2000-08-24,Cape Verde,San Diego FC,1,0,1000000,0,0
Cape Verde,,Wagner Pina,0,DF,23,2002-11-03,Cape Verde,Trabzonspor,13,0,11000000,1,0
Cape Verde,,Kelvin Pires,0,DF,26,2000-06-05,Cape Verde,SJK,5,1,300000,0,0
Cape Verde,,Hélio Varela,0,MF,24,2002-05-03,Cape Verde,Maccabi Tel Aviv,20,0,1200000,1,0
Saudi Arabia,,Nawaf Al-Aqidi,0,GK,26,2000-05-10,Saudi Arabia,Al-Nassr,22,0,650000,0,0
Saudi Arabia,,Ali Majrashi,0,DF,26,1999-10-02,Saudi Arabia,Al-Ahli,20,0,1400000,0,0
Saudi Arabia,,Ali Lajami,0,DF,30,1996-04-24,Saudi Arabia,Al-Hilal,20,1,750000,0,0
Saudi Arabia,,Abdulelah Al-Amri,0,DF,29,1997-01-15,Saudi Arabia,Al-Nassr,41,1,1400000,0,0
Saudi Arabia,,Hassan Al-Tambakti,0,DF,27,1999-02-09,Saudi Arabia,Al-Hilal,51,0,1800000,0,0
