team,shirt_number,player_name,is_captain,position,age,date_of_birth,nationality,club,caps,goals,market_value_eur,tournament_goals,tournament_assists
Jordan,,Mohammad Abu Zrayq,0,FW,28,1997-12-30,Jordan,Raja Casablanca,40,5,,0,0
Jordan,,Noor Al-Rawabdeh,0,MF,29,1997-02-24,Jordan,Selangor,67,3,450000,0,0
Jordan,,Ali Olwan,0,FW,26,2000-03-26,Jordan,Al-Sailiya,65,29,800000,1,0
Jordan,,Musa Al-Taamari,0,FW,29,1997-06-10,Jordan,Rennes,91,24,,0,0
Jordan,,Odeh Al-Fakhouri,0,FW,20,2005-11-22,Jordan,Pyramids,9,1,,0,0
Jordan,,Nour Bani Attiah,0,GK,33,1993-01-25,Jordan,Al-Faisaly,4,0,,0,0
Jordan,,Mahmoud Al-Mardi,0,FW,32,1993-10-06,Jordan,Al-Hussein,88,9,350000,0,0
Jordan,,Rajaei Ayed,0,MF,32,1993-07-25,Jordan,Al-Hussein,72,0,325000,0,0
Jordan,,Ibrahim Sadeh,0,MF,26,2000-04-27,Jordan,Al-Karma,56,3,,0,0
Jordan,,Mo Abualnadi,0,DF,25,2001-02-08,Jordan,Selangor,17,0,225000,0,0
Jordan,,Salim Obaid,0,DF,34,1992-01-17,Jordan,Al-Hussein,10,0,100000,0,0
Jordan,,Ibrahim Sabra,0,FW,20,2006-02-01,Jordan,Lokomotiva Zagreb,9,1,500000,0,0
Jordan,,Saed Al-Rosan,0,DF,29,1997-02-01,Jordan,Al-Hussein,20,2,,0,0
Jordan,,Mohannad Abu Taha,0,MF,23,2003-02-02,Jordan,Al-Quwa Al-Jawiya,28,1,550000,0,0
Jordan,,Nizar Al-Rashdan,0,MF,27,1999-03-23,Jordan,Qatar SC,46,4,600000,0,0
Jordan,,Abdallah Al-Fakhouri,0,GK,26,2000-01-22,Jordan,Al-Wehdat,11,0,250000,0,0
Jordan,,Ihsan Haddad,1,DF,32,1994-02-05,Jordan,Al-Hussein,91,2,300000,0,0
Jordan,,Ali Azaizeh,0,FW,22,2004-04-13,Jordan,Al-Shabab,3,0,325000,0,0
Jordan,,Mohammad Al-Dawoud,0,MF,34,1992-04-12,Jordan,Al-Wehdat,12,1,150000,0,0
Jordan,,Anas Badawi,0,DF,28,1997-09-13,Jordan,Al-Faisaly,1,0,200000,0,0
Colombia,,David Ospina,0,GK,37,1988-08-31,Colombia,Atlético Nacional,130,0,100000,0,0
Colombia,,Daniel Muñoz,0,DF,30,1996-05-26,Colombia,Crystal Palace,45,3,22000000,2,0
Colombia,,Jhon Lucumí,0,DF,27,1998-06-26,Colombia,Bologna,36,1,22000000,0,0
Colombia,,Santiago Arias,0,DF,34,1992-01-13,Colombia,Independiente,67,0,1200000,0,0
Colombia,,Kevin Castaño,0,MF,25,2000-09-29,Colombia,River Plate,25,0,5000000,0,0
Colombia,,Richard Ríos,0,MF,26,2000-06-02,Colombia,Benfica,31,2,25000000,0,0
Colombia,,Luis Díaz,0,FW,29,1997-01-13,Colombia,Bayern Munich,73,22,70000000,1,1
Colombia,,Jorge Carrascal,0,MF,28,1998-05-25,Colombia,Flamengo,23,2,13000000,0,0
Colombia,,Jhon Córdoba,0,FW,33,1993-05-11,Colombia,Krasnodar,21,6,10000000,0,0
Colombia,,James Rodríguez,1,MF,34,1991-07-12,Colombia,Minnesota United FC,125,31,1500000,0,0
Colombia,,Jhon Arias,0,MF,28,1997-09-21,Colombia,Palmeiras,37,4,15000000,0,0
Colombia,,Camilo Vargas,0,GK,37,1989-03-09,Colombia,Atlas,41,0,450000,0,0
Colombia,,Yerry Mina,0,DF,31,1994-09-23,Colombia,Cagliari,53,8,2500000,0,0
Colombia,,Gustavo Puerta,0,DF,22,2003-07-23,Colombia,Racing Santander,5,1,5000000,0,0
Colombia,,Juan Portilla,0,MF,27,1998-09-12,Colombia,Athletico Paranaense,9,0,5000000,0,0
Colombia,,Jefferson Lerma,0,MF,31,1994-10-25,Colombia,Crystal Palace,64,5,6000000,0,0
Colombia,,Johan Mojica,0,DF,33,1992-08-21,Colombia,Mallorca,44,1,1800000,0,0
Colombia,,Willer Ditta,0,DF,28,1998-01-23,Colombia,Cruz Azul,4,0,5500000,0,0
Colombia,,Cucho Hernández,0,FW,27,1999-04-20,Colombia,Real Betis,8,2,18000000,0,0
Colombia,,Juan Fernando Quintero,0,MF,33,1993-01-18,Colombia,River Plate,48,6,1800000,0,0
Colombia,,Jaminton Campaz,0,FW,26,2000-05-24,Colombia,Rosario Central,9,1,5500000,1,0
Colombia,,Deiver Machado,0,DF,32,1993-09-02,Colombia,Nantes,15,0,1800000,0,0
Colombia,,Davinson Sánchez,0,DF,29,1996-06-12,Colombia,Galatasaray,78,4,16000000,0,0
Colombia,,Álvaro Montero,0,GK,31,1995-03-29,Colombia,Vélez Sarsfield,11,0,2500000,0,0
Colombia,,Luis Suárez,0,FW,28,1997-12-02,Colombia,Sporting CP,11,5,30000000,0,0
Colombia,,Andrés Gómez,0,FW,23,2002-09-12,Colombia,Vasco da Gama,7,2,11000000,0,0
DR Congo,,Lionel Mpasi,0,GK,31,1994-08-01,DR Congo,Le Havre,28,0,400000,0,0
DR Congo,,Aaron Wan-Bissaka,0,DF,28,1997-11-26,DR Congo,West Ham United,11,0,15000000,0,0
DR Congo,,Steve Kapuadi,0,DF,28,1998-04-30,DR Congo,Widzew Łódź,4,0,2500000,0,0
DR Congo,,Axel Tuanzebe,0,DF,28,1997-11-14,DR Congo,Burnley,13,1,5000000,0,0
DR Congo,,Dylan Batubinsika,0,DF,30,1996-02-15,DR Congo,AEL,14,1,600000,0,0
DR Congo,,Ngal'ayel Mukau,0,MF,21,2004-11-03,DR Congo,Lille,13,0,15000000,0,0
DR Congo,,Nathanaël Mbuku,0,MF,24,2002-03-16,DR Congo,Montpellier,18,2,2000000,0,0
DR Congo,,Samuel Moutoussamy,0,MF,29,1996-08-12,DR Congo,Atromitos,57,0,1200000,0,0
DR Congo,,Brian Cipenga,0,FW,28,1998-03-11,DR Congo,Castellón,7,0,2000000,0,0
DR Congo,,Théo Bongonda,0,MF,30,1995-11-20,DR Congo,Spartak Moscow,37,7,3000000,0,0
DR Congo,,Gaël Kakuta,0,FW,34,1991-06-21,DR Congo,AEL,30,5,250000,0,0
DR Congo,,Joris Kayembe,0,DF,31,1994-08-08,DR Congo,Genk,25,0,2000000,0,0
DR Congo,,Meschak Elia,0,FW,28,1997-08-06,DR Congo,Alanyaspor,68,12,1500000,0,0
DR Congo,,Noah Sadiki,0,MF,21,2004-12-17,DR Congo,Sunderland,19,0,35000000,0,0
DR Congo,,Aaron Tshibola,0,MF,31,1995-01-02,DR Congo,Kilmarnock,16,1,150000,0,0
DR Congo,,Timothy Fayulu,0,GK,26,1999-07-24,DR Congo,Noah,3,0,800000,0,0
DR Congo,,Cédric Bakambu,0,FW,35,1991-04-11,DR Congo,Real Betis,69,21,1400000,0,0
DR Congo,,Charles Pickel,0,MF,29,1997-05-15,DR Congo,Espanyol,34,1,2500000,0,0
DR Congo,,Fiston Mayele,0,FW,31,1994-06-24,DR Congo,Pyramids,37,6,1800000,0,0
DR Congo,,Yoane Wissa,0,FW,29,1996-09-03,DR Congo,Newcastle United,37,9,25000000,3,0
DR Congo,,Matthieu Epolo,0,GK,21,2005-01-15,DR Congo,Standard Liège,1,0,8000000,0,0
DR Congo,,Chancel Mbemba,1,DF,31,1994-08-08,DR Congo,Lille,108,7,2000000,0,0
DR Congo,,Simon Banza,0,FW,29,1996-08-13,DR Congo,Al Jazira,15,2,10000000,0,0
DR Congo,,Gédéon Kalulu,0,DF,28,1997-08-29,DR Congo,Aris Limassol,28,0,1000000,0,0
DR Congo,,Edo Kayembe,0,MF,28,1998-06-03,DR Congo,Watford,42,2,4000000,0,0
DR Congo,,Arthur Masuaku,0,DF,32,1993-11-07,DR Congo,Lens,45,4,2000000,0,0
Portugal,,Diogo Costa,0,GK,26,1999-09-19,Portugal,Porto,42,0,40000000,0,0
Portugal,,Nélson Semedo,0,DF,32,1993-11-16,Portugal,Fenerbahçe,48,0,6000000,0,0
Portugal,,Rúben Dias,0,DF,29,1997-05-14,Portugal,Manchester City,74,3,55000000,0,0
Portugal,,Tomás Araújo,0,DF,24,2002-05-16,Portugal,Benfica,3,0,30000000,0,0
Portugal,,Diogo Dalot,0,DF,27,1999-03-18,Portugal,Manchester United,33,3,30000000,0,0
Portugal,,Matheus Nunes,0,MF,27,1998-08-27,Portugal,Manchester City,19,2,50000000,0,0
Portugal,,Cristiano Ronaldo,1,FW,41,1985-02-05,Portugal,Al-Nassr,226,143,10000000,2,0
Portugal,,Bruno Fernandes,0,MF,31,1994-09-08,Portugal,Manchester United,87,28,35000000,0,0
Portugal,,Gonçalo Ramos,0,FW,24,2001-06-20,Portugal,Paris Saint-Germain,24,10,30000000,0,0
Portugal,,Bernardo Silva,0,MF,31,1994-08-10,Portugal,Manchester City,107,14,22000000,0,0
Portugal,,João Félix,0,FW,26,1999-11-10,Portugal,Al-Nassr,52,12,28000000,0,0
Portugal,,José Sá,0,GK,33,1993-01-17,Portugal,Wolverhampton Wanderers,4,0,3500000,0,0
Portugal,,Renato Veiga,0,DF,22,2003-07-29,Portugal,Villarreal,11,1,25000000,0,0
Portugal,,Gonçalo Inácio,0,DF,24,2001-08-25,Portugal,Sporting CP,20,2,40000000,0,0
Portugal,,João Neves,0,MF,21,2004-09-27,Portugal,Paris Saint-Germain,21,3,140000000,1,0
Portugal,,Francisco Trincão,0,FW,26,1999-12-29,Portugal,Sporting CP,17,3,40000000,0,0
Portugal,,Rafael Leão,0,FW,27,1999-06-10,Portugal,Milan,43,5,50000000,1,0
Portugal,,Pedro Neto,0,FW,26,2000-03-09,Portugal,Chelsea,23,2,60000000,0,0
Portugal,,Gonçalo Guedes,0,FW,29,1996-11-29,Portugal,Real Sociedad,33,7,6000000,0,0
Portugal,,João Cancelo,0,DF,32,1994-05-27,Portugal,Barcelona,66,12,9000000,0,0
Portugal,,Rúben Neves,0,MF,29,1997-03-13,Portugal,Al-Hilal,65,1,25000000,0,0
Portugal,,Rui Silva,0,GK,32,1994-02-07,Portugal,Sporting CP,2,0,7000000,0,0
Portugal,,Vitinha,0,MF,26,2000-02-13,Portugal,Paris Saint-Germain,37,0,140000000,0,0
Portugal,,Samú Costa,0,DF,25,2000-11-27,Portugal,Mallorca,4,0,15000000,0,0
Portugal,,Nuno Mendes,0,DF,23,2002-06-19,Portugal,Paris Saint-Germain,43,1,80000000,1,0
Portugal,,Francisco Conceição,0,FW,23,2002-12-14,Portugal,Juventus,15,3,30000000,0,0
Uzbekistan,,Utkir Yusupov,0,GK,35,1991-01-04,Uzbekistan,Navbahor Namangan,39,0,500000,0,0
Uzbekistan,,Abdukodir Khusanov,0,DF,22,2004-02-29,Uzbekistan,Manchester City,26,0,50000000,0,0
Uzbekistan,,Khojiakbar Alijonov,0,DF,29,1997-04-19,Uzbekistan,Pakhtakor,40,2,,0,0
Uzbekistan,,Farrukh Sayfiev,0,DF,35,1991-01-17,Uzbekistan,Neftchi Fergana,45,1,225000,0,0
Uzbekistan,,Rustam Ashurmatov,0,DF,29,1996-07-07,Uzbekistan,Esteghlal,48,1,750000,0,0
Uzbekistan,,Akmal Mozgovoy,0,MF,27,1999-04-02,Uzbekistan,Pakhtakor,24,1,1400000,0,0
Uzbekistan,,Otabek Shukurov,0,MF,29,1996-06-22,Uzbekistan,Baniyas,83,9,1500000,0,0
Uzbekistan,,Jamshid Iskanderov,0,MF,32,1993-10-16,Uzbekistan,Neftchi Fergana,37,4,1000000,0,0
Uzbekistan,,Odiljon Hamrobekov,0,MF,30,1996-02-13,Uzbekistan,Tractor,72,1,1000000,0,0
Uzbekistan,,Jaloliddin Masharipov,0,MF,32,1993-09-01,Uzbekistan,Esteghlal,74,12,1000000,0,0
Uzbekistan,,Oston Urunov,0,MF,25,2000-12-19,Uzbekistan,Persepolis,41,10,2000000,0,0
Uzbekistan,,Abduvohid Nematov,0,GK,25,2001-03-20,Uzbekistan,Nasaf,8,0,1500000,0,0
Uzbekistan,,Sherzod Nasrullaev,0,DF,27,1998-07-23,Uzbekistan,Nasaf,30,2,1200000,0,0
Uzbekistan,,Eldor Shomurodov,1,FW,30,1995-06-29,Uzbekistan,İstanbul Başakşehir,91,44,7000000,0,0
Uzbekistan,,Umar Eshmurodov,0,DF,33,1992-11-30,Uzbekistan,Nasaf,29,0,450000,0,0
Uzbekistan,,Botirali Ergashev,0,GK,30,1995-06-23,Uzbekistan,Neftchi Fergana,2,0,500000,0,0
Uzbekistan,,Dostonbek Khamdamov,0,MF,29,1996-07-24,Uzbekistan,Pakhtakor,33,5,900000,0,0
Uzbekistan,,Abdulla Abdullaev,0,DF,28,1997-09-01,Uzbekistan,Dibba,17,0,500000,0,0
Uzbekistan,,Azizjon Ganiev,0,MF,28,1998-02-22,Uzbekistan,Al Bataeh,19,0,2000000,0,0
Uzbekistan,,Azizbek Amonov,0,FW,28,1997-10-30,Uzbekistan,Dinamo Samarqand,12,2,,0,0
Uzbekistan,,Igor Sergeev,0,FW,33,1993-04-30,Uzbekistan,Persepolis,82,24,1200000,0,0
Uzbekistan,,Abbosbek Fayzullaev,0,MF,22,2003-10-03,Uzbekistan,İstanbul Başakşehir,31,8,7000000,1,0
Uzbekistan,,Sherzod Esanov,0,MF,23,2003-02-01,Uzbekistan,Bukhara,1,0,450000,0,0
Uzbekistan,,Bekhruz Karimov,0,DF,18,2007-08-07,Uzbekistan,Surkhon Termiz,2,0,350000,0,0
Uzbekistan,,Avazbek Ulmasaliev,0,DF,26,2000-03-27,Uzbekistan,AGMK,0,0,500000,0,0
Uzbekistan,,Jakhongir Urozov,0,DF,22,2004-01-18,Uzbekistan,Dinamo Samarqand,3,0,600000,0,0
Croatia,,Dominik Livaković,0,GK,31,1995-01-09,Croatia,Dinamo Zagreb,74,0,4000000,0,0
Croatia,,Josip Stanišić,0,DF,26,2000-04-02,Croatia,Bayern Munich,30,0,40000000,0,0
Croatia,,Marin Pongračić,0,DF,28,1997-09-11,Croatia,Fiorentina,19,0,6500000,0,0
Croatia,,Joško Gvardiol,0,DF,24,2002-01-23,Croatia,Manchester City,47,4,70000000,0,0
Croatia,,Duje Ćaleta-Car,0,DF,29,1996-09-17,Croatia,Real Sociedad,38,1,3000000,0,0
Croatia,,Josip Šutalo,0,DF,26,2000-02-28,Croatia,Ajax,32,0,12000000,0,0
Croatia,,Nikola Moro,0,MF,28,1998-03-12,Croatia,Bologna,10,0,7000000,0,0
Croatia,,Mateo Kovačić,0,MF,32,1994-05-06,Croatia,Manchester City,112,5,10000000,0,0
Croatia,,Andrej Kramarić,0,FW,34,1991-06-19,Croatia,TSG Hoffenheim,115,36,2500000,0,0
Croatia,,Luka Modrić,1,MF,40,1985-09-09,Croatia,Milan,197,28,3500000,0,0
Croatia,,Ante Budimir,0,FW,34,1991-07-22,Croatia,Osasuna,37,6,3000000,1,0
Croatia,,Ivor Pandur,0,GK,26,2000-03-25,Croatia,Hull City,0,0,4500000,0,0
Croatia,,Nikola Vlašić,0,MF,28,1997-10-04,Croatia,Torino,62,10,10000000,0,0
Croatia,,Ivan Perišić,0,FW,37,1989-02-02,Croatia,PSV Eindhoven,153,38,1200000,0,0
Croatia,,Mario Pašalić,0,MF,31,1995-02-09,Croatia,Atalanta,84,11,6000000,0,0
Croatia,,Martin Baturina,0,MF,23,2003-02-16,Croatia,Como,18,1,30000000,1,0
Croatia,,Petar Sučić,0,MF,22,2003-10-25,Croatia,Inter Milan,16,1,40000000,0,0
Croatia,,Kristijan Jakić,0,DF,29,1997-05-14,Croatia,FC Augsburg,17,2,6000000,0,0
Croatia,,Toni Fruk,0,MF,25,2001-03-09,Croatia,Rijeka,7,1,9000000,0,0
Croatia,,Igor Matanović,0,FW,23,2003-03-31,Croatia,SC Freiburg,8,2,22000000,0,0
Croatia,,Luka Sučić,0,MF,23,2002-09-08,Croatia,Real Sociedad,20,1,10000000,0,0
Croatia,,Luka Vušković,0,DF,19,2007-02-24,Croatia,Hamburger SV,5,1,60000000,0,0
Croatia,,Dominik Kotarski,0,GK,26,2000-02-10,Croatia,Copenhagen,4,0,5000000,0,0
Croatia,,Marco Pašalić,0,FW,25,2000-09-14,Croatia,Orlando City SC,14,1,6500000,0,0
Croatia,,Martin Erlić,0,DF,28,1998-01-24,Croatia,Midtjylland,12,1,4000000,0,0
Croatia,,Petar Musa,0,FW,28,1998-03-04,Croatia,FC Dallas,11,1,12000000,1,0
England,,Jordan Pickford,0,GK,32,1994-03-07,England,Everton,82,0,13000000,0,0
England,,Ezri Konsa,0,DF,28,1997-10-23,England,Aston Villa,18,1,40000000,0,0
England,,Nico O'Reilly,0,DF,21,2005-03-21,England,Manchester City,3,0,70000000,0,0
England,,Declan Rice,0,MF,27,1999-01-14,England,Arsenal,72,6,120000000,0,0
England,,John Stones,0,DF,32,1994-05-28,England,Manchester City,87,3,12000000,0,0
England,,Marc Guéhi,0,DF,25,2000-07-13,England,Manchester City,27,1,70000000,0,0
England,,Bukayo Saka,0,FW,24,2001-09-05,England,Arsenal,48,14,110000000,0,0
England,,Elliot Anderson,0,MF,23,2002-11-06,England,Nottingham Forest,7,0,75000000,0,0
England,,Harry Kane,1,FW,32,1993-07-28,England,Bayern Munich,112,78,60000000,3,0
England,,Jude Bellingham,0,MF,22,2003-06-29,England,Real Madrid,46,6,140000000,2,1
England,,Marcus Rashford,0,FW,28,1997-10-31,England,Barcelona,70,18,40000000,1,0
England,,Tino Livramento,0,DF,23,2002-11-12,England,Newcastle United,5,0,45000000,0,0
England,,Dean Henderson,0,GK,29,1997-03-12,England,Crystal Palace,4,0,28000000,0,0
England,,Jordan Henderson,0,MF,35,1990-06-17,England,Brentford,89,3,1200000,0,0
England,,Dan Burn,0,DF,34,1992-05-09,England,Newcastle United,6,0,4000000,0,0
England,,Kobbie Mainoo,0,MF,21,2005-04-19,England,Manchester United,12,0,70000000,0,0
England,,Morgan Rogers,0,MF,23,2002-07-26,England,Aston Villa,13,1,90000000,0,0
England,,Anthony Gordon,0,FW,25,2001-02-24,England,Newcastle United,17,2,65000000,0,0
England,,Ollie Watkins,0,FW,30,1995-12-30,England,Aston Villa,20,6,25000000,0,0
England,,Noni Madueke,0,FW,24,2002-03-10,England,Arsenal,10,1,50000000,0,0
England,,Eberechi Eze,0,MF,27,1998-06-29,England,Arsenal,16,3,65000000,0,0
England,,Ivan Toney,0,FW,30,1996-03-16,England,Al-Ahli,7,1,20000000,0,0
England,,James Trafford,0,GK,23,2002-10-10,England,Manchester City,1,0,25000000,0,0
England,,Reece James,0,DF,26,1999-12-08,England,Chelsea,22,1,60000000,0,0
England,,Djed Spence,0,DF,25,2000-08-09,England,Tottenham Hotspur,4,0,30000000,0,0
England,,Jarell Quansah,0,DF,23,2003-01-29,England,Bayer Leverkusen,1,0,45000000,0,0
Ghana,,Lawrence Ati-Zigi,0,GK,29,1996-11-29,Ghana,St. Gallen,29,0,1500000,0,0
Ghana,,Alidu Seidu,0,DF,26,2000-06-04,Ghana,Rennes,24,1,6000000,0,0
Ghana,,Caleb Yirenkyi,0,MF,20,2006-01-15,Ghana,Nordsjælland,11,1,10000000,1,0
Ghana,,Jonas Adjetey,0,DF,22,2003-12-13,Ghana,VfL Wolfsburg,10,0,6000000,0,0
Ghana,,Thomas Partey,0,MF,32,1993-06-13,Ghana,Villarreal,57,15,2500000,0,0
Ghana,,Abdul Mumin,0,DF,28,1998-06-06,Ghana,Rayo Vallecano,5,0,4000000,0,0
Ghana,,Abdul Fatawu,0,FW,22,2004-03-08,Ghana,Leicester City,28,3,20000000,0,0
Ghana,,Kwasi Sibo,0,MF,27,1998-06-24,Ghana,Oviedo,8,0,1500000,0,0
Ghana,,Jordan Ayew,1,FW,34,1991-09-11,Ghana,Leicester City,120,34,1000000,0,0
Ghana,,Brandon Thomas-Asante,0,FW,27,1998-12-29,Ghana,Coventry City,8,1,16000000,0,0
Ghana,,Antoine Semenyo,0,MF,26,2000-01-07,Ghana,Manchester City,34,3,80000000,0,0
Ghana,,Joseph Anang,0,GK,26,2000-06-08,Ghana,St Patrick's Athletic,1,0,275000,0,0
Ghana,,Christopher Bonsu Baah,0,FW,21,2004-12-14,Ghana,Al-Qadsiah,9,0,14000000,0,0
Ghana,,Gideon Mensah,0,DF,27,1998-07-18,Ghana,Auxerre,40,0,4000000,0,0
Ghana,,Elisha Owusu,0,MF,28,1997-11-07,Ghana,Auxerre,20,0,4000000,0,0
Ghana,,Benjamin Asare,0,GK,33,1992-07-13,Ghana,Hearts of Oak,11,0,100000,0,0
Ghana,,Abdul Rahman Baba,0,DF,31,1994-07-02,Ghana,PAOK,51,1,2000000,0,0
Ghana,,Jerome Opoku,0,DF,27,1998-10-14,Ghana,İstanbul Başakşehir,11,1,5000000,0,0
Ghana,,Iñaki Williams,0,FW,31,1994-06-15,Ghana,Athletic Bilbao,26,2,10000000,0,0
Ghana,,Augustine Boakye,0,MF,25,2000-11-03,Ghana,Saint-Étienne,0,0,6000000,0,0
Ghana,,Kojo Peprah Oppong,0,DF,22,2004-06-04,Ghana,Nice,4,0,10000000,0,0
Ghana,,Kamaldeen Sulemana,0,FW,24,2002-02-15,Ghana,Atalanta,28,1,17000000,0,0
Ghana,,Derrick Luckassen,0,DF,30,1995-07-03,Ghana,Pafos,1,0,1000000,0,0
Ghana,,Ernest Nuamah,0,FW,22,2003-11-01,Ghana,Lyon,18,4,10000000,0,0
Ghana,,Prince Kwabena Adu,0,FW,22,2003-09-23,Ghana,Viktoria Plzeň,5,0,3000000,0,0
Ghana,,Marvin Senaya,0,DF,25,2001-01-28,Ghana,Auxerre,2,0,3000000,0,0
Panama,,Luis Mejía,0,GK,35,1991-03-16,Panama,Nacional,56,0,150000,0,0
Panama,,César Blackman,0,DF,28,1998-04-02,Panama,Slovan Bratislava,39,3,2500000,0,0
Panama,,José Córdoba,0,DF,25,2001-06-03,Panama,Norwich City,32,1,5000000,0,0
Panama,,Fidel Escobar,0,DF,31,1995-01-09,Panama,Saprissa,98,4,350000,0,0
Panama,,Edgardo Fariña,0,DF,24,2001-10-19,Panama,Pari Nizhny Novgorod,17,0,900000,0,0
Panama,,Cristian Martínez,0,MF,29,1997-02-06,Panama,Ironi Kiryat Shmona,65,2,750000,0,0
Panama,,José Luis Rodríguez,0,MF,27,1998-06-19,Panama,Juárez,69,8,2500000,0,0
Panama,,Adalberto Carrasquilla,0,MF,27,1998-11-28,Panama,UNAM,73,3,4000000,0,0
Panama,,Tomás Rodríguez,0,FW,27,1999-03-09,Panama,Saprissa,13,4,1000000,0,0
Panama,,Ismael Díaz,0,MF,29,1997-05-12,Panama,León,56,17,1800000,0,0
Panama,,Yoel Bárcenas,0,MF,32,1993-10-23,Panama,Mazatlán,103,10,650000,0,0
Panama,,César Samudio,0,GK,32,1994-02-23,Panama,Marathón,5,0,250000,0,0
Panama,,Jiovany Ramos,0,DF,29,1997-01-26,Panama,Puerto Cabello,22,1,450000,0,0
Panama,,Carlos Harvey,0,DF,26,2000-02-03,Panama,Minnesota United FC,27,3,600000,0,0
Panama,,Eric Davis,0,DF,35,1991-03-31,Panama,Plaza Amador,106,9,50000,0,0
Panama,,Andrés Andrade,0,DF,27,1998-10-16,Panama,LASK,49,1,2500000,0,0
Panama,,José Fajardo,0,FW,32,1993-08-18,Panama,Universidad Católica,67,17,550000,0,0
Panama,,Cecilio Waterman,0,FW,35,1991-04-13,Panama,Universidad de Concepción,54,15,350000,0,0
Panama,,Alberto Quintero,0,MF,38,1987-12-18,Panama,Plaza Amador,141,7,75000,0,0
Panama,,Aníbal Godoy,1,MF,36,1990-02-10,Panama,San Diego FC,159,4,100000,0,0
Panama,,César Yanis,0,MF,30,1996-01-28,Panama,Cobresal,56,5,350000,0,0
Panama,,Orlando Mosquera,0,GK,31,1994-12-25,Panama,Al-Fayha,47,0,700000,0,0
Panama,,Michael Amir Murillo,0,DF,30,1996-02-11,Panama,Beşiktaş,93,9,7000000,0,0
Panama,,Azarias Londoño,0,FW,24,2001-06-21,Panama,Universidad Católica,10,0,1000000,0,0
Panama,,Roderick Miller,0,DF,34,1992-04-03,Panama,Turan Tovuz,50,2,200000,0,0
Panama,,Jorge Gutiérrez,0,DF,27,1998-09-01,Panama,Deportivo La Guaira,18,0,800000,0,0
