team,player_id,name,position,date_of_birth,age,nationality
Norway,44032,Leo Østigård,Defence,1999-11-28,26,Norway
Norway,135036,Henrik Falchener,Defence,2003-05-08,23,Norway
Norway,145159,Sondre Langås,Defence,2001-02-02,25,Norway
Norway,205467,David Wolfe,Defence,2002-04-23,24,Norway
Norway,7421,Morten Thorsby,Midfield,1996-05-05,30,Norway
Norway,7427,Martin Ødegaard,Midfield,1998-12-17,27,Norway
Norway,8973,Sander Berge,Midfield,1998-02-14,28,Norway
Norway,37924,Patrick Berg,Midfield,1997-11-24,28,Norway
Norway,38088,Fredrik Aursnes,Midfield,1995-12-10,30,Norway
Norway,44033,Kristian Thorstvedt,Midfield,1999-03-13,27,Norway
Norway,150589,Thelo Aasgaard,Midfield,2002-05-02,24,Norway
Norway,169295,Antonio Nusa,Midfield,2005-04-17,21,Norway
Norway,179716,Oscar Bobb,Midfield,2003-07-12,22,Norway
Norway,8167,Alexander Sørloth,Offence,1995-12-05,30,Norway
Norway,37916,Jens Hauge,Offence,1999-10-12,26,Norway
Norway,38101,Erling Haaland,Offence,2000-07-21,25,Norway
Norway,157796,Andreas Schjelderup,Offence,2004-06-01,22,Norway
Norway,213269,Jørgen Strand Larsen,Offence,2000-02-06,26,Norway
Scotland,3981,Angus Gunn,Goalkeeper,1996-01-22,30,Scotland
Scotland,15607,Craig Gordon,Goalkeeper,1982-12-31,43,Scotland
Scotland,34960,Liam Kelly,Goalkeeper,1996-01-23,30,Scotland
Scotland,3986,Grant Hanley,Defence,1991-11-20,34,Scotland
Scotland,5769,Dominic Hyam,Defence,1995-12-20,30,Scotland
Scotland,7868,Andrew Robertson,Defence,1994-03-11,32,Scotland
Scotland,15615,Kieran Tierney,Defence,1997-06-05,29,Scotland
Scotland,16070,Jack Hendry,Defence,1995-05-07,31,Scotland
Scotland,34411,Anthony Ralston,Defence,1998-11-16,27,Scotland
Scotland,34429,John Souttar,Defence,1996-09-25,29,Scotland
Scotland,34486,Scott McKenna,Defence,1996-11-12,29,Scotland
Scotland,101111,Aaron Hickey,Defence,2002-01-01,24,Scotland
Scotland,138174,Nathan Patterson,Defence,2001-10-16,24,Scotland
Scotland,7905,Scott McTominay,Midfield,1996-12-08,29,Scotland
Scotland,34494,Kenny McLean,Midfield,1992-01-08,34,Scotland
Scotland,34495,Ryan Christie,Midfield,1995-02-22,31,Scotland
Scotland,34638,Lewis Ferguson,Midfield,1999-08-24,26,Scotland
Scotland,34646,John McGinn,Midfield,1994-10-18,31,Scotland
Scotland,176789,Ben Doak,Midfield,2005-11-11,20,Scotland
Scotland,270697,Findlay Curtis,Midfield,,,Scotland
Scotland,290139,Tyler Fletcher,Midfield,2007-03-19,19,England
Scotland,4119,Che Adams,Offence,1996-07-13,29,Scotland
Scotland,25606,George Hirst,Offence,1999-02-15,27,Scotland
Scotland,35101,Ross Stewart,Offence,1996-07-11,29,Scotland
Scotland,35126,Lyndon Dykes,Offence,1995-10-07,30,Scotland
Scotland,52043,Lawrence Shankland,Offence,1995-08-10,30,Scotland
Curacao,7412,Trevor Doornbusch,Goalkeeper,1999-07-06,26,Curaçao
Curacao,7437,Eloy Room,Goalkeeper,1989-02-06,37,Curaçao
Curacao,171283,Tyrick Bodak,Goalkeeper,2002-02-15,24,Curaçao
Curacao,7229,Roshon van Eijma,Defence,1998-06-09,28,Curaçao
Curacao,7438,Joshua Brenet,Defence,1994-03-20,32,Curaçao
Curacao,7443,Armando Obispo,Defence,1999-03-05,27,Curaçao
Curacao,7744,Sheral Floranus,Defence,1998-08-23,27,Curaçao
Curacao,9428,Riechedly Bazoer,Defence,1996-10-12,29,Curaçao
Curacao,55417,Juriën Gaari,Defence,1993-12-23,32,Curaçao
Curacao,137697,Shurandy Sambo,Defence,2001-08-19,24,Curaçao
Curacao,149120,Ar'jany Martha,Defence,2003-09-04,22,Curaçao
Curacao,166156,Livano Comenencia,Defence,2004-02-03,22,Curaçao
Curacao,177433,Deveron Fonville,Defence,2003-05-16,23,Curaçao
Curacao,191954,Tyrese Noslin,Defence,2002-09-11,23,Curaçao
Curacao,4280,Leandro Bacuna,Midfield,1991-08-21,34,Curaçao
Curacao,7274,Godfried Roemeratoe,Midfield,1999-08-19,26,Curaçao
Curacao,7518,Juninho Bacuna,Midfield,1997-08-07,28,Curaçao
Curacao,53327,Kevin Felida,Midfield,1999-11-11,26,Curaçao
Curacao,6597,Gervane Kastaneer,Offence,1996-06-09,30,Curaçao
Curacao,7986,Kenji Gorré,Offence,1994-09-29,31,Curaçao
Curacao,8288,Jürgen Locadia,Offence,1993-11-07,32,Curaçao
Curacao,98483,Tahith Chong,Offence,1999-12-04,26,Curaçao
Curacao,137025,Sontje Hansen,Offence,2002-05-18,24,Curaçao
Curacao,149134,Jearl Margaritha,Offence,2000-04-10,26,Curaçao
Curacao,156631,Jeremy Antonisse,Offence,2002-03-29,24,Curaçao
Curacao,190770,Brandley Kuwas,Offence,1992-09-19,33,Curaçao
